contract_date,contract_no.,sent_to_laserfiche_contract,sent_to_laserfiche_fixation,customer_name,consignee_name,trade_slip_contract_price,trade_slip_total_cost,trade_slip_net_price,country,agent_name,vmi,amendment,commodity,origin,contract_quality,quality_type,crop_year,local_quality_text,sales_terms,from,shipped_from_country,final_destination,destination_country,payment_terms,delivery_shipment,delivery_or_shipment_period,quantity,quantity_unit,weight_mt,net_weight_in_lots__in_mt_,gross_weight_in_lots__in_mt_,unapplied_weight_mt,uninvoiced_weight_mt,washout_weight_in_mt,uninvoiced_quantity,l_c_numbers,+__,price,price_unit,price_method,cover_month,cover_year,average_price,market_price,market_price_unit,hypothetical_exchange,hypothetical_cover_month,hypothetical_cover_year,hypothetical_on_off_ratio,hypothetical_differential_ratio,hypothetical_differential_price_unit,sas_approved,posting_dates,on_call_balance,total_weight_fixed,number_of_lot_to_be_fixed,number_of_lot_fixed,trade_slip_price,market_price2,selling_commission,buying_commission,fob_nett,anticipated_margin,anticipated_purchase_price,costs_to_fob_new_trade_slip,freight_new_trade_slip,insurance_new_trade_slip,other_costs_new_trade_slip,controlling_costs_new_trade_slip,bank_charges_costs_new_trade_slip,weight_loss_costs_new_trade_slip,interest_costs_new_trade_slip,cost_hedge_costs_new_trade_slip,custom_charge_costs_new_trade_slip,custom_duties_costs_new_trade_slip,customer,commission_price_unit,commission_on_amount_rate__%_,commission_on_quantity_sign,commission_on_quantity_rate,commission_on_weight_sign,commission_on_weight_rate,commission_on_price_unit_sign,commission_on_price_unit_rate,agent_commission_price_unit,agent_on_amount_rate__%_,agent_on_weight_sign,agent_on_price_unit_rate,periods__begin_,periods__end_,price__exchange_,exchange_price_unit,s.i._no.,s.i._date,advice_no.,advice_date,fixation_date,created_on,created_by,invoiced,invoiced_on,third_party_invoiced_amount,third_party_currency,margin_percentage,is_invoiced
2024-11-20,CT2024110106,1,1,Continental Distributors,Coastal Distribution,10752.7,9139.8,170537.82,Brazil,,,,Cashew Kernels BB,Ivory Coast,,,2024,,EXW,Ivory Coast,Ivory Coast,Brazil,Brazil,LC 60 days,Prompt,November 2024,1,Containers,15.86,15.86,16.18,0,0.0,0,0,,,10752.7,USD/MT,Fixed,,,10752.7,10522.32,USD/MT,,,,,,,0,,0,15.86,0,1,10752.7,,1705.38,852.69,167127.06,25580.59,9139.8,913.98,793.0,341.08,852.69,0,170.54,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2024-11-20,2024-12-20,,,,,,,,2024-11-20,System,1,2024-12-08,162441.88,USD,15.0,1
2022-08-09,CT2022080107,1,1,Pacific Rim Foods,Global Storage Co.,10804.07,9183.46,733056.15,Brazil,,,,Cashew Kernels Splits,Ivory Coast,,,2022,,FCA,Ivory Coast,Ivory Coast,Brazil,Brazil,TT 30 days,Prompt,August 2022,4,Containers,67.85,67.85,69.21,0,0.0,0,0,,,10804.07,USD/MT,Fixed,,,10804.07,11155.54,USD/MT,,,,,,,0,,0,67.85,0,4,10804.07,,7330.56,3665.28,718395.03,109958.39,9183.46,918.35,3392.5,1466.11,3665.28,0,733.06,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-08-09,2022-09-08,,,,,,,,2022-08-09,System,1,2022-09-11,699098.49,USD,15.0,1
2022-09-21,CT2022090108,0,1,Asia Pacific Imports,Land Transport Group,13284.76,11292.05,1279056.69,Japan,,,,Cashew Kernels Splits,Nigeria,,,2022,,CIF,Nigeria,Nigeria,Japan,Japan,TT 30 days,Prompt,September 2022,5,Containers,96.28,96.28,98.21,0,0.0,0,0,,,13284.76,USD/MT,Fixed,,,13284.76,13688.57,USD/MT,,,,,,,1,,0,96.28,0,5,13284.76,,12790.57,6395.28,1253475.56,191858.12,11292.05,1129.2,4814.0,2558.11,6395.28,0,1279.06,0,0,0,0,0,Asia Pacific Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2022-09-21,2022-10-21,,,,,,,,2022-09-21,System,1,2022-10-08,1218001.13,GBP,15.0,1
2022-11-02,CT2022110109,1,1,Mountain View Imports,Inland Warehousing,12315.5,10468.17,420451.17,Netherlands,,,,Cashew Kernels Splits,Ivory Coast,,,2022,,CFR,Ivory Coast,Ivory Coast,Netherlands,Netherlands,TT 30 days,Prompt,November 2022,2,Containers,34.14,34.14,34.82,0,0.0,0,0,,,12315.5,USD/MT,Fixed,,,12315.5,12704.36,USD/MT,,,,,,,1,,0,34.14,0,2,12315.5,,4204.51,2102.26,412042.15,63067.85,10468.17,1046.82,1707.0,840.9,2102.26,0,420.45,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2022-11-02,2022-12-02,,,,,,,,2022-11-02,System,1,2022-12-19,410619.76,EUR,15.0,1
2023-11-10,CT2023110110,1,0,Sunrise Trading LLC,Port Logistics Ltd.,9858.71,8379.9,176372.32,South Korea,,,,Cashew Kernels LWP,Mozambique,,,2023,,FCA,Mozambique,Mozambique,South Korea,South Korea,TT 30 days,Prompt,November 2023,1,Containers,17.89,17.89,18.25,0,17.89,0,1,,,9858.71,USD/MT,Fixed,,,9858.71,9882.6,USD/MT,,,,,,,1,,0,0.0,0,0,9858.71,,1763.72,881.86,172844.87,26455.91,8379.9,837.99,894.5,352.74,881.86,0,176.37,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2023-11-10,2023-12-10,,,,,,,,2023-11-10,System,0,,0.0,USD,15.0,0
2022-10-30,CT2022100111,1,0,Green Valley Foods,Express Freight Services,10195.85,8666.47,317600.73,United States,,,,Cashew Kernels W320,Mozambique,,,2022,,CIF,Mozambique,Mozambique,United States,United States,TT Advance,Prompt,October 2022,2,Containers,31.15,31.15,31.77,0,0.0,0,0,,,10195.85,USD/MT,Fixed,,,10195.85,10405.66,USD/MT,,,,,,,0,,0,31.15,0,2,10195.85,,3176.01,1588.0,311248.72,47640.19,8666.47,866.65,1557.5,635.2,1588.0,0,317.6,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-10-30,2022-11-29,,,,,,,,2022-10-30,System,1,2022-12-16,314027.28,GBP,15.0,1
2023-10-28,CT2023100112,1,1,Sunrise Trading LLC,Coastal Distribution,11731.89,9972.11,406861.95,Canada,,,,Cashew Kernels Splits,Tanzania,,,2023,,FCA,Tanzania,Tanzania,Canada,Canada,LC 90 days,Prompt,October 2023,2,Containers,34.68,34.68,35.37,0,34.68,0,2,,,11731.89,USD/MT,Fixed,,,11731.89,11370.86,USD/MT,,,,,,,0,,0,0.0,0,0,11731.89,,4068.62,2034.31,398724.71,61029.18,9972.11,997.21,1734.0,813.72,2034.31,0,406.86,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2023-10-28,2023-11-27,,,,,,,,2023-10-28,System,0,,0.0,GBP,15.0,0
2023-07-26,CT2023070113,1,1,Ocean Trade Partners,Maritime Shipping Corp.,11423.02,9709.57,417168.69,United Kingdom,,,,Cashew Kernels LWP,Ivory Coast,,,2023,,EXW,Ivory Coast,Ivory Coast,United Kingdom,United Kingdom,LC 90 days,Prompt,July 2023,2,Containers,36.52,36.52,37.25,0,36.52,0,2,,,11423.02,USD/MT,Fixed,,,11423.02,10991.09,USD/MT,,,,,,,1,,0,0.0,0,0,11423.02,,4171.69,2085.84,408825.32,62575.19,9709.57,970.96,1826.0,834.34,2085.84,0,417.17,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2023-07-26,2023-08-25,,,,,,,,2023-07-26,System,0,,0.0,GBP,15.0,0
2024-03-19,CT2024030114,1,1,Green Valley Foods,Air Cargo International,14687.2,12484.12,690298.4,India,,,,Cashew Kernels W450,Nigeria,,,2024,,FOB,Nigeria,Nigeria,India,India,LC 90 days,Prompt,March 2024,3,Containers,47.0,47.0,47.94,0,0.0,0,0,,,14687.2,USD/MT,Fixed,,,14687.2,14154.46,USD/MT,,,,,,,0,,0,47.0,0,3,14687.2,,6902.98,3451.49,676492.43,103544.76,12484.12,1248.41,2350.0,1380.6,3451.49,0,690.3,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-19,2024-04-18,,,,,,,,2024-03-19,System,1,2024-05-03,663169.22,EUR,15.0,1
2023-05-12,CT2023050115,0,0,Global Trading Co.,Inland Warehousing,10312.06,8765.25,163961.75,United Kingdom,,,,Cashew Kernels SW,Ghana,,,2023,,EXW,Ghana,Ghana,United Kingdom,United Kingdom,LC 30 days,Prompt,May 2023,1,Containers,15.9,15.9,16.22,0,15.9,0,1,,,10312.06,USD/MT,Fixed,,,10312.06,10216.06,USD/MT,,,,,,,1,,0,0.0,0,0,10312.06,,1639.62,819.81,160682.51,24594.27,8765.25,876.53,795.0,327.92,819.81,0,163.96,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-05-12,2023-06-11,,,,,,,,2023-05-12,System,0,,0.0,GBP,15.0,0
2024-09-04,CT2024090116,0,1,Sunrise Trading LLC,Express Freight Services,14355.56,12202.23,778789.13,India,,,,Cashew Kernels Splits,Ivory Coast,,,2024,,FOB,Ivory Coast,Ivory Coast,India,India,CAD,Prompt,September 2024,3,Containers,54.25,54.25,55.34,0,0.0,0,0,,,14355.56,USD/MT,Fixed,,,14355.56,14904.29,USD/MT,,,,,,,0,,0,54.25,0,3,14355.56,,7787.89,3893.95,763213.35,116818.15,12202.23,1220.22,2712.5,1557.58,3893.95,0,778.79,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2024-09-04,2024-10-04,,,,,,,,2024-09-04,System,1,2024-09-21,775410.34,GBP,15.0,1
2022-03-16,CT2022030117,1,1,Green Valley Foods,Land Transport Group,8064.87,6855.14,459858.89,India,,,,Cashew Kernels W450,Tanzania,,,2022,,FCA,Tanzania,Tanzania,India,India,TT 30 days,Prompt,March 2022,3,Containers,57.02,57.02,58.16,0,57.02,0,3,,,8064.87,USD/MT,Fixed,,,8064.87,8028.05,USD/MT,,,,,,,1,,0,0.0,0,0,8064.87,,4598.59,2299.29,450661.71,68978.81,6855.14,685.51,2851.0,919.72,2299.29,0,459.86,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-03-16,2022-04-15,,,,,,,,2022-03-16,System,0,,0.0,USD,15.0,0
2022-10-02,CT2022100118,0,0,Green Valley Foods,Inland Warehousing,13117.83,11150.16,220641.9,Australia,,,,Cashew Kernels SW,Ivory Coast,,,2022,,CFR,Ivory Coast,Ivory Coast,Australia,Australia,CAD,Prompt,October 2022,1,Containers,16.82,16.82,17.16,0,0.0,0,0,,,13117.83,USD/MT,Fixed,,,13117.83,13263.38,USD/MT,,,,,,,1,,0,16.82,0,1,13117.83,,2206.42,1103.21,216229.06,33096.21,11150.16,1115.02,841.0,441.28,1103.21,0,220.64,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-10-02,2022-11-01,,,,,,,,2022-10-02,System,1,2022-11-07,218333.63,USD,15.0,1
2024-05-25,CT2024050119,1,1,Ocean Trade Partners,Air Cargo International,11342.18,9640.85,440643.69,Germany,,,,Cashew Kernels W320,Tanzania,,,2024,,CIF,Tanzania,Tanzania,Germany,Germany,LC 30 days,Prompt,May 2024,2,Containers,38.85,38.85,39.63,0,0.0,0,0,,,11342.18,USD/MT,Fixed,,,11342.18,11435.71,USD/MT,,,,,,,0,,0,38.85,0,2,11342.18,,4406.44,2203.22,431830.82,66096.67,9640.85,964.09,1942.5,881.29,2203.22,0,440.64,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-05-25,2024-06-24,,,,,,,,2024-05-25,System,1,2024-07-07,435218.41,EUR,15.0,1
2023-06-20,CT2023060120,1,1,Sunrise Trading LLC,Air Cargo International,9118.02,7750.32,158288.83,Saudi Arabia,,,,Cashew Kernels W240,India,,,2023,,FCA,India,India,Saudi Arabia,Saudi Arabia,CAD,Prompt,June 2023,1,Containers,17.36,17.36,17.71,0,0.0,0,0,,,9118.02,USD/MT,Fixed,,,9118.02,9222.54,USD/MT,,,,,,,0,,0,17.36,0,1,9118.02,,1582.89,791.44,155123.05,23743.27,7750.32,775.03,868.0,316.58,791.44,0,158.29,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2023-06-20,2023-07-20,,,,,,,,2023-06-20,System,1,2023-08-14,157625.05,EUR,15.0,1
2022-10-01,CT2022100121,0,1,Continental Distributors,Global Storage Co.,14389.58,12231.14,1053748.94,Australia,,,,Cashew Kernels Splits,Ghana,,,2022,,FCA,Ghana,Ghana,Australia,Australia,CAD,Prompt,October 2022,4,Containers,73.23,73.23,74.69,0,73.23,0,4,,,14389.58,USD/MT,Fixed,,,14389.58,14430.12,USD/MT,,,,,,,1,,0,0.0,0,0,14389.58,,10537.49,5268.74,1032673.96,158062.56,12231.14,1223.11,3661.5,2107.5,5268.74,0,1053.75,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2022-10-01,2022-10-31,,,,,,,,2022-10-01,System,0,,0.0,USD,15.0,0
2022-06-09,CT2022060122,0,1,Royal Nut Company,Quick Ship Logistics,9151.76,7779.0,807459.78,Germany,,,,Cashew Kernels SW,Vietnam,,,2022,,FCA,Vietnam,Vietnam,Germany,Germany,TT Advance,Prompt,June 2022,5,Containers,88.23,88.23,89.99,0,0.0,0,0,,,9151.76,USD/MT,Fixed,,,9151.76,9434.27,USD/MT,,,,,,,1,,0,88.23,0,5,9151.76,,8074.6,4037.3,791310.58,121118.61,7779.0,777.9,4411.5,1614.92,4037.3,0,807.46,0,0,0,0,0,Royal Nut Company,USD/MT,1.0,,0,,0,,0,,0,,0,2022-06-09,2022-07-09,,,,,,,,2022-06-09,System,1,2022-08-08,790630.21,USD,15.0,1
2022-09-28,CT2022090123,0,0,Ocean Trade Partners,Land Transport Group,13648.41,11601.15,1183999.57,Australia,,,,Cashew Kernels W240,Mozambique,,,2022,,FOB,Mozambique,Mozambique,Australia,Australia,TT Advance,Prompt,September 2022,5,Containers,86.75,86.75,88.48,0,86.75,0,5,,,13648.41,USD/MT,Fixed,,,13648.41,13027.8,USD/MT,,,,,,,1,,0,0.0,0,0,13648.41,,11840.0,5920.0,1160319.58,177599.81,11601.15,1160.12,4337.5,2368.0,5920.0,0,1184.0,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2022-09-28,2022-10-28,,,,,,,,2022-09-28,System,0,,0.0,EUR,15.0,0
2022-05-11,CT2022050124,1,1,Ocean Trade Partners,Warehouse Solutions Inc.,9259.87,7870.89,154176.84,Brazil,,,,Cashew Kernels BB,Vietnam,,,2022,,CIF,Vietnam,Vietnam,Brazil,Brazil,CAD,Prompt,May 2022,1,Containers,16.65,16.65,16.98,0,0.0,0,0,,,9259.87,USD/MT,Fixed,,,9259.87,9602.13,USD/MT,,,,,,,1,,0,16.65,0,1,9259.87,,1541.77,770.88,151093.3,23126.52,7870.89,787.09,832.5,308.35,770.88,0,154.18,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2022-05-11,2022-06-10,,,,,,,,2022-05-11,System,1,2022-06-21,149354.66,GBP,15.0,1
2024-02-09,CT2024020125,0,0,Asia Pacific Imports,Inland Warehousing,11760.81,9996.69,190642.73,Netherlands,,,,Cashew Kernels Splits,Ghana,,,2024,,FCA,Ghana,Ghana,Netherlands,Netherlands,LC 60 days,Prompt,February 2024,1,Containers,16.21,16.21,16.53,0,16.21,0,1,,,11760.81,USD/MT,Fixed,,,11760.81,12323.55,USD/MT,,,,,,,1,,0,0.0,0,0,11760.81,,1906.43,953.21,186829.88,28596.39,9996.69,999.67,810.5,381.29,953.21,0,190.64,0,0,0,0,0,Asia Pacific Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-02-09,2024-03-10,,,,,,,,2024-02-09,System,0,,0.0,GBP,15.0,0
2024-05-18,CT2024050126,0,0,Ocean Trade Partners,Land Transport Group,9929.55,8440.12,670641.81,China,,,,Cashew Kernels SW,India,,,2024,,FOB,India,India,China,China,LC 30 days,Prompt,May 2024,4,Containers,67.54,67.54,68.89,0,0.0,0,0,,,9929.55,USD/MT,Fixed,,,9929.55,10022.83,USD/MT,,,,,,,1,,0,67.54,0,4,9929.55,,6706.42,3353.21,657228.97,100596.11,8440.12,844.01,3377.0,1341.28,3353.21,0,670.64,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-05-18,2024-06-17,,,,,,,,2024-05-18,System,1,2024-06-03,645179.76,GBP,15.0,1
2022-04-10,CT2022040127,0,1,American Cashew Corp.,Warehouse Solutions Inc.,14046.11,11939.19,1149674.1,South Korea,,,,Cashew Kernels SW,Tanzania,,,2022,,FOB,Tanzania,Tanzania,South Korea,South Korea,LC 60 days,Prompt,April 2022,5,Containers,81.85,81.85,83.49,0,81.85,0,5,,,14046.11,USD/MT,Fixed,,,14046.11,14154.93,USD/MT,,,,,,,1,,0,0.0,0,0,14046.11,,11496.74,5748.37,1126680.62,172451.4,11939.19,1193.92,4092.5,2299.35,5748.37,0,1149.67,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-04-10,2022-05-10,,,,,,,,2022-04-10,System,0,,0.0,GBP,15.0,0
2023-05-01,CT2023050128,0,1,Middle East Trading,Global Storage Co.,8426.7,7162.7,562987.83,UAE,,,,Cashew Kernels SW,Mozambique,,,2023,,FCA,Mozambique,Mozambique,UAE,UAE,CAD,Prompt,May 2023,4,Containers,66.81,66.81,68.15,0,0.0,0,0,,,8426.7,USD/MT,Fixed,,,8426.7,8798.81,USD/MT,,,,,,,1,,0,66.81,0,4,8426.7,,5629.88,2814.94,551728.07,84447.84,7162.7,716.27,3340.5,1125.98,2814.94,0,562.99,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2023-05-01,2023-05-31,,,,,,,,2023-05-01,System,1,2023-06-12,550485.3,USD,15.0,1
2024-12-10,CT2024120129,0,1,African Export Group,Land Transport Group,11765.5,10000.67,764051.57,South Korea,,,,Cashew Kernels LWP,India,,,2024,,CIF,India,India,South Korea,South Korea,LC 60 days,Prompt,December 2024,4,Containers,64.94,64.94,66.24,0,64.94,0,4,,,11765.5,USD/MT,Fixed,,,11765.5,12253.46,USD/MT,,,,,,,1,,0,0.0,0,0,11765.5,,7640.52,3820.26,748770.54,114608.06,10000.67,1000.07,3247.0,1528.1,3820.26,0,764.05,0,0,0,0,0,African Export Group,USD/MT,1.0,,0,,0,,0,,0,,0,2024-12-10,2025-01-09,,,,,,,,2024-12-10,System,0,,0.0,EUR,15.0,0
2024-05-03,CT2024050130,1,0,Ocean Trade Partners,Inland Warehousing,12526.94,10647.9,613068.44,Netherlands,,,,Cashew Kernels SW,Tanzania,,,2024,,EXW,Tanzania,Tanzania,Netherlands,Netherlands,LC 90 days,Prompt,May 2024,3,Containers,48.94,48.94,49.92,0,0.0,0,0,,,12526.94,USD/MT,Fixed,,,12526.94,12994.97,USD/MT,,,,,,,0,,0,48.94,0,3,12526.94,,6130.68,3065.34,600807.07,91960.21,10647.9,1064.79,2447.0,1226.14,3065.34,0,613.07,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-05-03,2024-06-02,,,,,,,,2024-05-03,System,1,2024-05-30,583994.79,USD,15.0,1
2023-03-21,CT2023030131,0,1,Continental Distributors,Express Freight Services,9330.17,7930.64,152548.28,China,,,,Cashew Kernels LWP,Ivory Coast,,,2023,,FOB,Ivory Coast,Ivory Coast,China,China,CAD,Prompt,March 2023,1,Containers,16.35,16.35,16.68,0,16.35,0,1,,,9330.17,USD/MT,Fixed,,,9330.17,9717.49,USD/MT,,,,,,,1,,0,0.0,0,0,9330.17,,1525.48,762.74,149497.31,22882.32,7930.64,793.06,817.5,305.1,762.74,0,152.55,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2023-03-21,2023-04-20,,,,,,,,2023-03-21,System,0,,0.0,EUR,15.0,0
2023-08-03,CT2023080132,1,1,Pacific Rim Foods,Coastal Distribution,11589.72,9851.26,575313.7,Canada,,,,Cashew Kernels Splits,Ghana,,,2023,,EXW,Ghana,Ghana,Canada,Canada,TT Advance,Prompt,August 2023,3,Containers,49.64,49.64,50.63,0,49.64,0,3,,,11589.72,USD/MT,Fixed,,,11589.72,12069.92,USD/MT,,,,,,,1,,0,0.0,0,0,11589.72,,5753.14,2876.57,563807.43,86297.15,9851.26,985.13,2482.0,1150.63,2876.57,0,575.31,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2023-08-03,2023-09-02,,,,,,,,2023-08-03,System,0,,0.0,USD,15.0,0
2023-10-03,CT2023100133,0,1,Pacific Rim Foods,Warehouse Solutions Inc.,11873.18,10092.2,369612.09,Singapore,,,,Cashew Kernels SW,Nigeria,,,2023,,FCA,Nigeria,Nigeria,Singapore,Singapore,TT 30 days,Prompt,October 2023,2,Containers,31.13,31.13,31.75,0,0.0,0,0,,,11873.18,USD/MT,Fixed,,,11873.18,11956.04,USD/MT,,,,,,,0,,0,31.13,0,2,11873.18,,3696.12,1848.06,362219.85,55441.9,10092.2,1009.22,1556.5,739.22,1848.06,0,369.61,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2023-10-03,2023-11-02,,,,,,,,2023-10-03,System,1,2023-10-27,354757.23,GBP,15.0,1
2024-10-19,CT2024100134,1,0,Ocean Trade Partners,Air Cargo International,13129.41,11160.0,910787.17,France,,,,Cashew Kernels BB,Nigeria,,,2024,,CFR,Nigeria,Nigeria,France,France,LC 60 days,Prompt,October 2024,4,Containers,69.37,69.37,70.76,0,69.37,0,4,,,13129.41,USD/MT,Fixed,,,13129.41,13676.77,USD/MT,,,,,,,0,,0,0.0,0,0,13129.41,,9107.87,4553.94,892571.43,136617.97,11160.0,1116.0,3468.5,1821.57,4553.94,0,910.79,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-10-19,2024-11-18,,,,,,,,2024-10-19,System,0,,0.0,USD,15.0,0
2024-12-09,CT2024120135,1,0,Global Trading Co.,Port Logistics Ltd.,13897.81,11813.14,238347.44,China,,,,Cashew Kernels W240,Ghana,,,2024,,CIF,Ghana,Ghana,China,China,LC 30 days,Prompt,December 2024,1,Containers,17.15,17.15,17.49,0,0.0,0,0,,,13897.81,USD/MT,Fixed,,,13897.81,14061.58,USD/MT,,,,,,,1,,0,17.15,0,1,13897.81,,2383.47,1191.74,233580.49,35752.09,11813.14,1181.31,857.5,476.69,1191.74,0,238.35,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-12-09,2025-01-08,,,,,,,,2024-12-09,System,1,2025-01-06,232457.08,GBP,15.0,1
2024-09-26,CT2024090136,0,0,Global Trading Co.,Warehouse Solutions Inc.,13055.35,11097.05,203271.8,Canada,,,,Cashew Kernels Pieces,Mozambique,,,2024,,FCA,Mozambique,Mozambique,Canada,Canada,LC 90 days,Prompt,September 2024,1,Containers,15.57,15.57,15.88,0,0.0,0,0,,,13055.35,USD/MT,Fixed,,,13055.35,13601.13,USD/MT,,,,,,,0,,0,15.57,0,1,13055.35,,2032.72,1016.36,199206.36,30490.73,11097.05,1109.7,778.5,406.54,1016.36,0,203.27,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-09-26,2024-10-26,,,,,,,,2024-09-26,System,1,2024-11-24,199958.8,USD,15.0,1
2023-05-09,CT2023050137,0,0,American Cashew Corp.,Quick Ship Logistics,8553.13,7270.16,479317.41,Canada,,,,Cashew Kernels Splits,Ivory Coast,,,2023,,EXW,Ivory Coast,Ivory Coast,Canada,Canada,TT Advance,Prompt,May 2023,3,Containers,56.04,56.04,57.16,0,0.0,0,0,,,8553.13,USD/MT,Fixed,,,8553.13,8205.45,USD/MT,,,,,,,1,,0,56.04,0,3,8553.13,,4793.17,2396.59,469731.06,71897.64,7270.16,727.02,2802.0,958.63,2396.59,0,479.32,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-05-09,2023-06-08,,,,,,,,2023-05-09,System,1,2023-07-07,460764.41,GBP,15.0,1
2024-02-12,CT2024020138,0,0,Ocean Trade Partners,Coastal Distribution,13917.31,11829.71,440622.03,United States,,,,Cashew Kernels W240,Ghana,,,2024,,CFR,Ghana,Ghana,United States,United States,TT 30 days,Prompt,February 2024,2,Containers,31.66,31.66,32.29,0,31.66,0,2,,,13917.31,USD/MT,Fixed,,,13917.31,13515.68,USD/MT,,,,,,,1,,0,0.0,0,0,13917.31,,4406.22,2203.11,431809.59,66093.41,11829.71,1182.97,1583.0,881.24,2203.11,0,440.62,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-02-12,2024-03-13,,,,,,,,2024-02-12,System,0,,0.0,USD,15.0,0
2023-07-10,CT2023070139,1,0,Global Trading Co.,Port Logistics Ltd.,10201.39,8671.18,392039.42,UAE,,,,Cashew Kernels W240,Ivory Coast,,,2023,,CIF,Ivory Coast,Ivory Coast,UAE,UAE,TT 30 days,Prompt,July 2023,2,Containers,38.43,38.43,39.2,0,38.43,0,2,,,10201.39,USD/MT,Fixed,,,10201.39,9996.62,USD/MT,,,,,,,0,,0,0.0,0,0,10201.39,,3920.39,1960.2,384198.63,58805.97,8671.18,867.12,1921.5,784.08,1960.2,0,392.04,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-07-10,2023-08-09,,,,,,,,2023-07-10,System,0,,0.0,USD,15.0,0
2024-03-07,CT2024030140,1,1,Sunrise Trading LLC,Inland Warehousing,14820.26,12597.22,259354.55,Japan,,,,Cashew Kernels W450,Tanzania,,,2024,,FOB,Tanzania,Tanzania,Japan,Japan,LC 30 days,Prompt,March 2024,1,Containers,17.5,17.5,17.85,0,0.0,0,0,,,14820.26,USD/MT,Fixed,,,14820.26,14123.15,USD/MT,,,,,,,1,,0,17.5,0,1,14820.26,,2593.55,1296.77,254167.46,38903.2,12597.22,1259.72,875.0,518.71,1296.77,0,259.35,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-07,2024-04-06,,,,,,,,2024-03-07,System,1,2024-03-26,250803.54,EUR,15.0,1
2024-07-11,CT2024070141,0,1,Continental Distributors,Express Freight Services,12101.13,10285.96,786210.42,Japan,,,,Cashew Kernels Pieces,Mozambique,,,2024,,EXW,Mozambique,Mozambique,Japan,Japan,LC 30 days,Prompt,July 2024,4,Containers,64.97,64.97,66.27,0,0.0,0,0,,,12101.13,USD/MT,Fixed,,,12101.13,11682.7,USD/MT,,,,,,,0,,0,64.97,0,4,12101.13,,7862.1,3931.05,770486.21,117931.6,10285.96,1028.6,3248.5,1572.42,3931.05,0,786.21,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2024-07-11,2024-08-10,,,,,,,,2024-07-11,System,1,2024-08-10,774932.57,GBP,15.0,1
